query_refmet_name,match_basis,review_status,decision_scope,harmonization_eligibility,study_id,analysis_id,study_title,species,sample_source,analysis_type,polarity,chromatography,disease,refmet_name,refmet_id,inchi_key,pubchem_cid,super_class,main_class,sub_class,study_link,source_system,provenance_url
N-Lactoyl valine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST003063,AN005018,Uncoupling Metabolic Health from Thermogenesis via BCAA Nitrogen Flux in Brown Fat - Serum metabolomics from control and MBC UCP1-KO,Mouse,Blood,LCMS,POSITIVE,HILIC,Diabetes,N-Lactoyl valine,,IJKKTQLUXOILBQ-WDSKDSINSA-N,131770417,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003063,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20valine
N-Lactoyl valine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST003277,AN005367,LC-MS/MS spatial analysis of mouse GI,Mouse,Blood,LCMS,NEGATIVE,Reversed phase,,N-Lactoyl valine,,IJKKTQLUXOILBQ-WDSKDSINSA-N,131770417,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003277,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20valine
N-Lactoyl valine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST003378,AN005531,Effects of Aldehydes on lipid metabolism in mice,Mouse,Liver,LCMS,NEGATIVE,Reversed phase,Liver disease,N-Lactoyl valine,,IJKKTQLUXOILBQ-WDSKDSINSA-N,131770417,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003378,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20valine
N-Lactoyl valine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004317,AN007190,Human gut microbiota from fast-progressing ALS patients accelerates disease in mice and reprograms cecal metabolite profiles,Mouse,Cecum,LCMS,NEGATIVE,Reversed phase,ALS,N-Lactoyl valine,,IJKKTQLUXOILBQ-WDSKDSINSA-N,131770417,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004317,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20valine
N-Lactoyl valine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004357,AN007276,Metabolic Impact of Cardiomyocyte-Specific Nuclear Receptor Subfamily 4 Group A Member 2 (NR4A2) Induction on the Mouse Heart,Mouse,Heart,LCMS,NEGATIVE,Reversed phase,,N-Lactoyl valine,,IJKKTQLUXOILBQ-WDSKDSINSA-N,131770417,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004357,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20valine
N-Lactoyl valine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004533,AN007614,Non-Targeted Metabolomic Analysis of AML12 Cells with NMT2 Knockdown,Mouse,Liver,LCMS,POSITIVE,HILIC,Liver disease,N-Lactoyl valine,,IJKKTQLUXOILBQ-WDSKDSINSA-N,131770417,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004533,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20valine
N-Lactoyl valine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004533,AN007615,Non-Targeted Metabolomic Analysis of AML12 Cells with NMT2 Knockdown,Mouse,Liver,LCMS,NEGATIVE,HILIC,Liver disease,N-Lactoyl valine,,IJKKTQLUXOILBQ-WDSKDSINSA-N,131770417,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004533,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20valine
N-Lactoyl valine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004742,AN008021,Metabolic Profiling of Multiple PCCA-Deficient Mouse Models,Mouse,Liver,LCMS,NEGATIVE,Reversed phase,,N-Lactoyl valine,,IJKKTQLUXOILBQ-WDSKDSINSA-N,131770417,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004742,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20valine
N-Lactoyl valine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004994,AN008477,"Plasma data of project ""Organ-Specific Transcriptional and Metabolic Remodelling During Late Mouse Adolescence""",Mouse,Blood,Other,NEGATIVE,Reversed phase,Metabolic disease,N-Lactoyl valine,,IJKKTQLUXOILBQ-WDSKDSINSA-N,131770417,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004994,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20valine
N-Lactoyl valine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST003673,AN006033,Identification of plasma metabolites responding to oxycodone exposure in rats,Rat,Blood,Other,NEGATIVE,Reversed phase,Addiction,N-Lactoyl valine,,IJKKTQLUXOILBQ-WDSKDSINSA-N,131770417,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003673,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20valine
N-Lactoyl valine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004153,AN006895,Multi-omics Study of Small Intestine Adaptation After Total Colectomy in a Rat model,Rat,Feces,LCMS,NEGATIVE,Reversed phase,,N-Lactoyl valine,,IJKKTQLUXOILBQ-WDSKDSINSA-N,131770417,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004153,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20valine
