query_original,query_type,matched_term,match_basis,match_confidence,review_status,decision_scope,harmonization_eligibility,identity_evidence_level,source_system,study_id,study_title,accession_or_contrast,study_link,sample_matrix,species,intervention_timing,platform,assay_panel,sex_or_subgroup,analysis_stratum,analysis_stratum_fields,metabolite,refmet_name,refmet_id,source_refmet_id,refmet_annotation_match_basis,identity_stable_identifier_supported,refmet_annotation_source,refmet_annotation_release,refmet_annotation_provenance,source_metabolite_raw,class,superclass,subclass,log2fc,p_value,fdr,direction,significance_call,effect_interpretation,provenance_file,missing_evidence
Leucine,metabolite,Leucine,exact_name_match,exact_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,Metabolomics Workbench,ST004303,Exercise intensity modulates the human plasma secretome (Rockefeller),"ST004303 :: post (4P) vs pre (1P), paired, MIE+SIE pooled",https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004303,plasma,Homo sapiens,"acute, post (Time 4P) vs pre (Time 1P)",LC-MS HILIC (MW analysis AN007160),AN007160,all_or_not_reported,"source_system=Metabolomics Workbench | study_id=ST004303 | species=Homo sapiens | sample_matrix=plasma | assay_panel=AN007160 | accession_or_contrast=ST004303 :: post (4P) vs pre (1P), paired, MIE+SIE pooled | sex_or_subgroup=all_or_not_reported",source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,Leucine,Leucine,RM0136379,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,Leucine,Amino acids and peptides,Organic acids,Amino acids,4.043711472988204,1.0283322407256276e-11,2.7353637603301693e-09,up_in_numerator,significant_FDR<0.05,"4.04 log2-units higher in HIGHER post-exercise (late, ~late-post) (p=1.03e-11, FDR=2.74e-09)",data/live/volcano_human_ST004303.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,gamma-Glutamylisoleucine [metab-u-rpneg],substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,Homo sapiens,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-rpneg,metab-u-rpneg,all_or_not_reported,source_system=MoTrPAC DataHub | study_id=human-precovid-sed-adu | species=Homo sapiens | sample_matrix=plasma | assay_panel=metab-u-rpneg | accession_or_contrast=ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise | sex_or_subgroup=all_or_not_reported,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,gamma-Glutamylisoleucine [metab-u-rpneg],gamma-Glutamylisoleucine,RM0131708,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,gamma-Glutamylisoleucine [metab-u-rpneg],Amino acids and peptides,Organic acids,Dipeptides,-0.386751524400326,8.59834343453395e-06,2.7407219697577e-05,down_in_numerator,significant_FDR<0.05,"0.39 log2-units lower in HIGHER post-exercise (endurance, late post) (p=8.60e-06, FDR=2.74e-05)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,gamma-Glutamylleucine [metab-u-rpneg],substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,Homo sapiens,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-rpneg,metab-u-rpneg,all_or_not_reported,source_system=MoTrPAC DataHub | study_id=human-precovid-sed-adu | species=Homo sapiens | sample_matrix=plasma | assay_panel=metab-u-rpneg | accession_or_contrast=ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise | sex_or_subgroup=all_or_not_reported,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,gamma-Glutamylleucine [metab-u-rpneg],gamma-Glutamylleucine,RM0012894,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,gamma-Glutamylleucine [metab-u-rpneg],Amino acids and peptides,Organic acids,Dipeptides,-0.329740649752139,0.0053268887200696,0.0102517481027756,down_in_numerator,significant_FDR<0.05,"0.33 log2-units lower in HIGHER post-exercise (endurance, late post) (p=5.33e-03, FDR=1.03e-02)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,Isoleucine [metab-u-ionpneg],substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,Homo sapiens,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-ionpneg,metab-u-ionpneg,all_or_not_reported,source_system=MoTrPAC DataHub | study_id=human-precovid-sed-adu | species=Homo sapiens | sample_matrix=plasma | assay_panel=metab-u-ionpneg | accession_or_contrast=ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise | sex_or_subgroup=all_or_not_reported,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,Isoleucine [metab-u-ionpneg],Isoleucine,RM0134975,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,Isoleucine [metab-u-ionpneg],Amino acids and peptides,Organic acids,Amino acids,0.202302331672218,0.0083964782332184,0.0165221023298815,up_in_numerator,significant_FDR<0.05,"0.20 log2-units higher in HIGHER post-exercise (endurance, late post) (p=8.40e-03, FDR=1.65e-02)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,Leucine [metab-t-amines],exact_name_match,exact_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,Homo sapiens,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-t-amines,metab-t-amines,all_or_not_reported,source_system=MoTrPAC DataHub | study_id=human-precovid-sed-adu | species=Homo sapiens | sample_matrix=plasma | assay_panel=metab-t-amines | accession_or_contrast=ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise | sex_or_subgroup=all_or_not_reported,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,Leucine [metab-t-amines],Leucine,RM0136379,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,Leucine [metab-t-amines],Amino acids and peptides,Organic acids,Amino acids,0.0601728816747196,0.0104916125918553,0.0155275866359458,up_in_numerator,significant_FDR<0.05,"0.06 log2-units higher in HIGHER post-exercise (endurance, late post) (p=1.05e-02, FDR=1.55e-02)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,Leucine/Isoleucine [metab-u-ionpneg],substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,Homo sapiens,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-ionpneg,metab-u-ionpneg,all_or_not_reported,source_system=MoTrPAC DataHub | study_id=human-precovid-sed-adu | species=Homo sapiens | sample_matrix=plasma | assay_panel=metab-u-ionpneg | accession_or_contrast=ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise | sex_or_subgroup=all_or_not_reported,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,Leucine/Isoleucine [metab-u-ionpneg],Leucine/Isoleucine,RM0013480,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,Leucine/Isoleucine [metab-u-ionpneg],Amino acids and peptides,Organic acids,Amino acids,0.0939091830135226,0.0377325767157724,0.065762490847489,up_in_numerator,not_significant,"0.09 log2-units higher in HIGHER post-exercise (endurance, late post) (p=3.77e-02, FDR=6.58e-02)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,Leucine/Isoleucine [metab-u-rppos],substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,Homo sapiens,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-rppos,metab-u-rppos,all_or_not_reported,source_system=MoTrPAC DataHub | study_id=human-precovid-sed-adu | species=Homo sapiens | sample_matrix=plasma | assay_panel=metab-u-rppos | accession_or_contrast=ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise | sex_or_subgroup=all_or_not_reported,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,Leucine/Isoleucine [metab-u-rppos],Leucine/Isoleucine,RM0013480,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,Leucine/Isoleucine [metab-u-rppos],Amino acids and peptides,Organic acids,Amino acids,-0.0655074126281576,0.0574296212544367,0.109237475002101,down_in_numerator,not_significant,"0.07 log2-units lower in HIGHER post-exercise (endurance, late post) (p=5.74e-02, FDR=1.09e-01)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,Isoleucine [metab-t-amines],substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,Homo sapiens,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-t-amines,metab-t-amines,all_or_not_reported,source_system=MoTrPAC DataHub | study_id=human-precovid-sed-adu | species=Homo sapiens | sample_matrix=plasma | assay_panel=metab-t-amines | accession_or_contrast=ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise | sex_or_subgroup=all_or_not_reported,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,Isoleucine [metab-t-amines],Isoleucine,RM0134975,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,Isoleucine [metab-t-amines],Amino acids and peptides,Organic acids,Amino acids,0.0498275465693991,0.0632428089499311,0.0835708546838376,up_in_numerator,not_significant,"0.05 log2-units higher in HIGHER post-exercise (endurance, late post) (p=6.32e-02, FDR=8.36e-02)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,Leucine [metab-u-ionpneg],exact_name_match,exact_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,Homo sapiens,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-ionpneg,metab-u-ionpneg,all_or_not_reported,source_system=MoTrPAC DataHub | study_id=human-precovid-sed-adu | species=Homo sapiens | sample_matrix=plasma | assay_panel=metab-u-ionpneg | accession_or_contrast=ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise | sex_or_subgroup=all_or_not_reported,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,Leucine [metab-u-ionpneg],Leucine,RM0136379,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,Leucine [metab-u-ionpneg],Amino acids and peptides,Organic acids,Amino acids,0.0618848505998209,0.117653431927632,0.170877603513942,up_in_numerator,not_significant,"0.06 log2-units higher in HIGHER post-exercise (endurance, late post) (p=1.18e-01, FDR=1.71e-01)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,N-Acetylleucine [metab-u-rppos],substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,Homo sapiens,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-rppos,metab-u-rppos,all_or_not_reported,source_system=MoTrPAC DataHub | study_id=human-precovid-sed-adu | species=Homo sapiens | sample_matrix=plasma | assay_panel=metab-u-rppos | accession_or_contrast=ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise | sex_or_subgroup=all_or_not_reported,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,N-Acetylleucine [metab-u-rppos],N-Acetylleucine,RM0136362,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,N-Acetylleucine [metab-u-rppos],Amino acids and peptides,Organic acids,Amino acids,-0.0944220434811012,0.230873169792939,0.326347037000545,down_in_numerator,not_significant,"0.09 log2-units lower in HIGHER post-exercise (endurance, late post) (p=2.31e-01, FDR=3.26e-01)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,Ketoleucine [metab-u-rpneg],substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,Homo sapiens,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-rpneg,metab-u-rpneg,all_or_not_reported,source_system=MoTrPAC DataHub | study_id=human-precovid-sed-adu | species=Homo sapiens | sample_matrix=plasma | assay_panel=metab-u-rpneg | accession_or_contrast=ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise | sex_or_subgroup=all_or_not_reported,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,Ketoleucine [metab-u-rpneg],Ketoleucine,RM0135977,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,Ketoleucine [metab-u-rpneg],Keto acids,Organic acids,Short-chain keto acids,-0.025557310542208,0.587025294189706,0.650832391384239,down_in_numerator,not_significant,"0.03 log2-units lower in HIGHER post-exercise (endurance, late post) (p=5.87e-01, FDR=6.51e-01)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_annotation_release;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,gamma-glutamylisoleucine,substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,gamma-glutamylisoleucine,gamma-glutamylisoleucine,RM0131708,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,,Amino acids and peptides,Organic acids,Dipeptides,-0.14795955,0.21065967,1.0,down_in_numerator,not_significant,"0.15 log2-units lower in HIGHER at 8w training vs sedentary (p=2.11e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_metabolite_name;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,isoleucine,substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,isoleucine,isoleucine,RM0134975,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,,Amino acids and peptides,Organic acids,Amino acids,0.09634527,0.21613136,1.0,up_in_numerator,not_significant,"0.10 log2-units higher in HIGHER at 8w training vs sedentary (p=2.16e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_metabolite_name;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,gamma-glutamylleucine,substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,gamma-glutamylleucine,gamma-glutamylleucine,RM0012894,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,,Amino acids and peptides,Organic acids,Dipeptides,-0.17279156,0.28297552,1.0,down_in_numerator,not_significant,"0.17 log2-units lower in HIGHER at 8w training vs sedentary (p=2.83e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_metabolite_name;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,gamma-glutamylisoleucine,substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,female,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=female,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,gamma-glutamylisoleucine,gamma-glutamylisoleucine,RM0131708,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,,Amino acids and peptides,Organic acids,Dipeptides,0.11134351,0.43588343,1.0,up_in_numerator,not_significant,"0.11 log2-units higher in HIGHER at 8w training vs sedentary (p=4.36e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_metabolite_name;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,gamma-glutamylleucine,substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,female,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=female,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,gamma-glutamylleucine,gamma-glutamylleucine,RM0012894,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,,Amino acids and peptides,Organic acids,Dipeptides,-0.12309567,0.45239657,1.0,down_in_numerator,not_significant,"0.12 log2-units lower in HIGHER at 8w training vs sedentary (p=4.52e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_metabolite_name;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,ketoleucine,substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,female,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=female,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,ketoleucine,ketoleucine,RM0135977,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,,Keto acids,Organic acids,Short-chain keto acids,-0.114133745,0.4554176,1.0,down_in_numerator,not_significant,"0.11 log2-units lower in HIGHER at 8w training vs sedentary (p=4.55e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_metabolite_name;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,isoleucine,substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,female,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=female,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,isoleucine,isoleucine,RM0134975,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,,Amino acids and peptides,Organic acids,Amino acids,0.05464955,0.5483346,1.0,up_in_numerator,not_significant,"0.05 log2-units higher in HIGHER at 8w training vs sedentary (p=5.48e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_metabolite_name;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,leucine,exact_name_match,exact_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,leucine,leucine,RM0136379,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,,Amino acids and peptides,Organic acids,Amino acids,0.037724268,0.5883718,1.0,up_in_numerator,not_significant,"0.04 log2-units higher in HIGHER at 8w training vs sedentary (p=5.88e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_metabolite_name;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
Leucine,metabolite,ketoleucine,substring_name_match,substring_name_only,requires_human_review,retrieval_and_annotation_match_only,requires_assay_identity_review,name_resolved_annotation_only,MoTrPAC DataHub,pass1b06,"MoTrPAC PASS1B-06 rat endurance training (plasma, 8 weeks)",pass1b06 plasma :: 8w training vs sedentary control,https://motrpac-data.org/data-download,plasma,Rattus norvegicus,8-week endurance training vs sedentary control,MoTrPAC consortium timewise DEA (search_public API),metabolomics_timewise,male,source_system=MoTrPAC DataHub | study_id=pass1b06 | species=Rattus norvegicus | sample_matrix=plasma | assay_panel=metabolomics_timewise | accession_or_contrast=pass1b06 plasma :: 8w training vs sedentary control | sex_or_subgroup=male,source_system;study_id;species;sample_matrix;assay_panel;accession_or_contrast;sex_or_subgroup,ketoleucine,ketoleucine,RM0135977,not_available,exact_name_lookup,False,RefMet,not_recorded_in_local_snapshot,data/live/refmet_annotations.csv,,Keto acids,Organic acids,Short-chain keto acids,0.056538742,0.62170863,1.0,up_in_numerator,not_significant,"0.06 log2-units higher in HIGHER at 8w training vs sedentary (p=6.22e-01, FDR=1.00e+00)",data/live/volcano_motrpac_pass1b06_plasma_8w.csv,refmet_annotation_release;source_metabolite_name;source_stable_metabolite_identifier;chemical_identity_not_identifier_supported
