query_refmet_name,match_basis,review_status,decision_scope,harmonization_eligibility,study_id,analysis_id,study_title,species,sample_source,analysis_type,polarity,chromatography,disease,refmet_name,refmet_id,inchi_key,pubchem_cid,super_class,main_class,sub_class,study_link,source_system,provenance_url
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004327,AN007211,Microbiota Regulation of Hepatic Nanoparticle Sequestration Enables Enhanced Tumour Delivery,Mouse,Liver,LCMS,UNSPECIFIED,HILIC,Cancer,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004327,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004533,AN007615,Non-Targeted Metabolomic Analysis of AML12 Cells with NMT2 Knockdown,Mouse,Liver,LCMS,NEGATIVE,HILIC,Liver disease,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004533,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST002698,AN004373,Systemic host inflammation induces stage-specific transcriptomic modification and slower maturation in malaria parasites,Plasmodium berghei,Infected Red Blood Cells,LCMS,NEGATIVE,HILIC,Malaria,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST002698,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST002759,AN004479,Metabolic responses of normal rat kidneys to a high salt intake (Kidney cortex),Rat,Kidney,LCMS,POSITIVE,Reversed phase,,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST002759,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST002759,AN004480,Metabolic responses of normal rat kidneys to a high salt intake (Kidney cortex),Rat,Kidney,LCMS,NEGATIVE,Reversed phase,,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST002759,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST002759,AN004482,Metabolic responses of normal rat kidneys to a high salt intake (Kidney cortex),Rat,Kidney,LCMS,NEGATIVE,HILIC,,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST002759,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST002760,AN004483,Metabolic responses of normal rat kidneys to a high salt intake (Kidney outer medulla),Rat,Kidney,LCMS,POSITIVE,Reversed phase,,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST002760,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST002760,AN004486,Metabolic responses of normal rat kidneys to a high salt intake (Kidney outer medulla),Rat,Kidney,LCMS,NEGATIVE,HILIC,,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST002760,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST002761,AN004487,Metabolic responses of normal rat kidneys to a high salt intake (Urine),Rat,Urine,LCMS,POSITIVE,Reversed phase,,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST002761,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST002761,AN004488,Metabolic responses of normal rat kidneys to a high salt intake (Urine),Rat,Urine,LCMS,NEGATIVE,Reversed phase,,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST002761,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004153,AN006894,Multi-omics Study of Small Intestine Adaptation After Total Colectomy in a Rat model,Rat,Feces,LCMS,POSITIVE,Reversed phase,,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004153,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004476,AN007503,The effect of acute AKT inhibition on global metabolism in primary rat hepatocytes,Rat,Cultured cells,LCMS,UNSPECIFIED,HILIC,,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004476,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004179,AN006937,PBT2-mediated dual metal stress: uncovering metabolic vulnerabilities and overcoming resistance in methicillin resistant Staphylococcus aureus,Staphylococcus aureus,Bacterial cells,LCMS,POSITIVE,HILIC,Bacterial infection,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004179,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST004179,AN006938,PBT2-mediated dual metal stress: uncovering metabolic vulnerabilities and overcoming resistance in methicillin resistant Staphylococcus aureus,Staphylococcus aureus,Bacterial cells,LCMS,NEGATIVE,HILIC,Bacterial infection,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004179,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST002444,AN003982,Zebrafish Optic Nerve Regeneration Metabolomics - 3 Days Post Crush,Zebrafish,Eye tissue,LCMS,NEGATIVE,HILIC,Eye disease,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST002444,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST002775,AN004518,Zebrafish Retina Regeneration Metabolomics - 3 Days Post Crush,Zebrafish,Eye tissue,LCMS,NEGATIVE,HILIC,Eye disease,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST002775,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST002776,AN004519,"Zebrafish Optic Nerve Regeneration, Tectum Metabolomics - 3 Days Post Crush",Zebrafish,Eye tissue,LCMS,POSITIVE,HILIC,Eye disease,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST002776,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
N-Lactoyl methionine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST002776,AN004520,"Zebrafish Optic Nerve Regeneration, Tectum Metabolomics - 3 Days Post Crush",Zebrafish,Eye tissue,LCMS,NEGATIVE,HILIC,Eye disease,N-Lactoyl methionine,,UFMNJPDGXQPVJM-WDSKDSINSA-N,57329454,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST002776,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20methionine
